Marca.temporal;genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa
2020-10-01T18:02:12Z;Femenino;Si;29;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Otros;70;Nacional;1;Analista;Full time;Administración de personal;0;1;1;7;39000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Noviembre;Si, en proyectos ad honorem;Flexxus;Recursos Humanos;Si, está permitido;No;0;500;1;Sí, activamente;Estar en blanco, que me paguen al día;Personas;Un candidato me preguntó si alguna vez me habían dicho que me parecía a un personaje de una novela que daban en la tele en ese momento.;No;No me enviaron ni reintegraron nada;2
2020-10-01T18:23:31Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Perú;NA;Relación de Dependencia;"Bancos; banca online;";1800;Multinacional;45;Administrativo;Plazo Fijo;Capacitación y desarrollo;0;2;2;4;1800;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Seguro de vida (adicionales a los de ley);Dos sueldos;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Gestión de Personas;No se suele tomar mate en este país;No;0.2;500;2;Sí, activamente;NA;NA;NA;NA;NA;NA
2020-10-01T18:30:54Z;Femenino;No;33;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Servicios profesionales;4;Nacional;1;Administrativo;Full time;Payroll / Liquidación de sueldos;0;2;2;3;40000;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;20;Mayo;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Liquidacion de sueldos;Si, está permitido;No;0;200;3;Sí, activamente;Que se respeten los horarios y derechos de la ley de contrato de trabajo y convenio de comercio al que me tienen afiliada;Personas;Porque sabía tanto de la empresa;No;No me enviaron ni reintegraron nada;1
2020-10-01T18:40:02Z;Masculino;No;35;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Producción de metales básicos;3000;Multinacional;90;Gerente;Full time;Generalista;6;14;2;14;140000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Seguro de vida (adicionales a los de ley), Préstamos, Idiomas, Charter / Servicio de transporte;Dos sueldos;1 solo;10;Agosto;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T18:50:19Z;Femenino;No;24;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Construcción;80;Nacional;1;Administrativo;Full time;Generalista;0;1;1;1;15000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Tango;Recursos Humanos;Si, está permitido;No;0;100;2;Sí, activamente;Horarios flexibles, bonos, toma de decisiones independiente;Benévolo;Nunca me he sentido incómoda con alguna pregunta;No;No estoy trabajando en home office;2
2020-10-01T19:04:44Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;135;Nacional;3;Administrativo;Full time;Generalista;0;1;1;6;57000;Medicina prepaga / Plan de salud, Frutas y snacks, Comedor / Almuerzos, Descuento en especias;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;No, está prohibido;No;0;500;3;Sí, activamente;Mejor salario, horario flexible, bonos, desarrollo de carrera, medicina grupo familiar;Estrategia;NA;Si;Computadora / Laptop;4
2020-10-01T19:13:13Z;Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;Lic. En nutricion;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;350;Nacional;6;Analista;Full time;Administración de personal;0;2;2;6;39600;Préstamos;Menos de un sueldo;1 solo;7;Marzo;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;Si, está permitido;No;0;2000;1;Sí, activamente;Home office;Personas;NA;Si;No me enviaron ni reintegraron nada;3
2020-10-01T19:24:43Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;92;Nacional;2;Responsable;Full time;Generalista;1;7;4;4;98948;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, Home office;Menos de un sueldo;1 solo;25;Agosto;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T19:38:06Z;Masculino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;800;Multinacional;11;HRBP;Full time;Generalista;0;0;0;5;90000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Home office, Comedor / Almuerzos;Un sueldo;1 solo;10;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.3;400;5;No,  pero escucho ofertas;Voucher de nafta, super;Servicio;Ninguna;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;5
2020-10-01T19:46:18Z;Femenino;No;35;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;250;Nacional;3;Jefe;Full time;Diseño organizacional;2;4;4;13;178000;Horarios flexibles, Abono de celular, Home office;No recibo bono;No tuve ajustes;0;NA;No;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T19:46:26Z;Masculino;No;36;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;4000;Multinacional;90;Analista;Full time;Capacitación y desarrollo;0;5;5;12;75000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Home office;Dos sueldos;No tuve ajustes;0;Septiembre;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T20:06:04Z;Femenino;No;38;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Privada;Bolivia;NA;Relación de Dependencia;Servicios de correos, y de telecomunicaciones;3000;Multinacional;45;Analista;Full time;Reclutamiento y selección;0;7;2;8;9000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Abono de internet, Idiomas, Home office, Comedor / Almuerzos, Charter / Servicio de transporte, Guardería;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;No se suele tomar mate en este país;No;0.3;4500;5;No,  pero escucho ofertas;Bonos de productividad;Talento;Organizar una fiesta en tiempos de COVID;Si;Computadora / Laptop;4
2020-10-01T20:31:41Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;800;Nacional;4;Analista;Full time;Payroll / Liquidación de sueldos;0;3;3;3;46900;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;NA;No;Isis payroll;Recursos Humanos;Si, está permitido;No;0;115;2;Sí, activamente;Días libres/flexibles;Coordinación;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2
2020-10-01T20:48:41Z;Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;23;Nacional;1;Analista;Full time;Generalista;0;7;5;5;65000;No tengo beneficios adicionales;No recibo bono;2 ajustes;25;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;500;4;No estoy buscando cambiar;Vacaciones extendidas;NA;NA;NA;NA;NA
2020-10-01T20:53:18Z;Masculino;No;40;No tengo ninguna discapacidad;Universitario completo;Contador Público;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;"Alimentación; bebidas; tabaco";600;Nacional;3;Jefe;Full time;Generalista;2;2;2;12;85000;Horarios flexibles, Combustible, Reintegros en capacitación, Home office;No recibo bono;No tuve ajustes;0;Enero;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;2600;3;Sí, activamente;Mayor salario y beneficios sociales;Integración;Ninguna;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Kit sanitizante;1
2020-10-01T20:55:17Z;Masculino;No;11;No tengo ninguna discapacidad;Secundario completo;No estudié en la Universidad;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Fabricación de material de transporte;99;Multinacional;88;Director;Pasante;Comunicación interna;8;8;8;8;8;Licencias extendidas;Tres sueldos o más;No tuve ajustes;8;Mayo;Si, en emprendimiento relacionado con RRHH;Meta4;Gestión de Personas;Si, está permitido;Si;0.3;NA;1;No,  pero escucho ofertas;NA;NA;NA;No;Computadora / Laptop;1
2020-10-01T21:02:29Z;Masculino;No;50;Obesidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;382;Multinacional;6;Analista;Full time;Administración de personal;0;12;12;12;78000;Medicina prepaga / Plan de salud, Frutas y snacks, Préstamos, Home office, Comedor / Almuerzos;Menos de un sueldo;1 solo;10;Enero;No;Meta4;Recursos Humanos;Si, está permitido;No;0.1;75;5;No estoy buscando cambiar;Horarios flexibles;Personas;NA;Si;Computadora / Laptop, Silla ergonómica;4
2020-10-01T22:17:35Z;Femenino;No;35;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;50;Nacional;1;Responsable;Full time;Reclutamiento y selección;0;1;1;7;120000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Abono de internet, Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos, Spotify / Netflix / Servicios de Streaming;Menos de un sueldo;2 ajustes;19;Septiembre;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;25000;5;No estoy buscando cambiar;ninguno adicional de los que ya tengo;empatía;si teníamos camas para dormir la siesta o relajarse;Si;Computadora / Laptop, Silla ergonómica, Kit sanitizante, Abono de internet;4
2020-10-01T22:24:08Z;Femenino;No;30;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;66;Nacional;1;Analista;Full time;Generalista;0;9;9;9;79000;Frutas y snacks, Comedor / Almuerzos;No recibo bono;No tuve ajustes;30;Julio;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T22:50:14Z;Masculino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Comercio;30;Nacional;1;Responsable;Full time;Administración de personal;0;2;2;2;48000;No tengo beneficios adicionales, Medicina prepaga / Plan de salud;No recibo bono;1 solo;8;Marzo;Si, en proyectos ad honorem;Desconozco;Recursos Humanos;Si, está permitido;No;0;0;3;No estoy buscando cambiar;NA;Administración;NA;No;No estoy trabajando en home office;3
2020-10-01T22:51:57Z;Femenino;No;34;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Comercio;120;Multinacional;1;Responsable;Full time;Generalista;0;6;4;11;81000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Frutas y snacks, Comedor / Almuerzos;Dos sueldos;2 ajustes;15;Agosto;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;850;4;No,  pero escucho ofertas;Home office;Servicio;NA;No;No estoy trabajando en home office;5
2020-10-01T23:10:03Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;22;Nacional;3;Responsable;Full time;Payroll / Liquidación de sueldos;2;2;0;6;60000;Abono de celular;Un sueldo;1 solo;20;Agosto;No;Tango;Recursos Humanos;Si, está permitido;No;0;0;4;No,  pero escucho ofertas;Obra social;Ayuda;Sos vegetariana (?;Si;Abono de celular, No me enviaron ni reintegraron nada;3
2020-10-01T23:22:01Z;Femenino;No;31;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Construcción;70;Nacional;2;Responsable;Full time;Payroll / Liquidación de sueldos;1;4;1;7;50000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T23:24:10Z;Femenino;No;26;No tengo ninguna discapacidad;Maestría en curso;Administración de Empresas;Universidad Pública;Perú;NA;Relación de Dependencia;Minería (carbón, otra minería);500;Nacional;3;Analista;Plazo Fijo;Administración de personal;0;4;4;4;3500;Medicina prepaga / Plan de salud, Horarios flexibles, Home office;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;NA;0;100;3;Sí, activamente;Bono;Desarrollo;NA;NA;NA;NA
2020-10-01T23:32:19Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;24;Nacional;3;Responsable;Full time;Reclutamiento y selección;0;2;2;5;70000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Home office;No recibo bono;1 solo;15;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.5;800;4;No,  pero escucho ofertas;Capacitación dirigida;Link;Porque  corte con mi último novio.;Si;Computadora / Laptop;3
2020-10-01T23:42:01Z;Masculino;Prefiero no responder;34;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";4000;Nacional;50;Analista;Full time;Reclutamiento y selección;0;2;2;9;85000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos;No recibo bono;1 solo;20;Julio;No;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T23:51:32Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10000;Multinacional;10;Analista;Full time;Payroll / Liquidación de sueldos;0;2;2;4;67000;Medicina prepaga / Plan de salud, Frutas y snacks, Home office, Comedor / Almuerzos;No recibo bono;1 solo;7;Mayo;No;RH Pro;Recursos Humanos;Si, está permitido;No;0.2;300;1;Sí, activamente;Bonos;Imprescindible;NA;Si;Computadora / Laptop;2
2020-10-01T23:56:54Z;Femenino;No;29;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;15000;Multinacional;130;HRBP;Full time;Onboarding, clima, cultura, liderazgo;1;5;0;8;130000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Abono de celular, Abono de internet, Idiomas, Home office, Spotify / Netflix / Servicios de Streaming;No recibo bono;3 o más ajustes;50;Octubre;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;People;Si, está permitido;Si;0.5;4000;4;No,  pero escucho ofertas;Reintegro por capacitaciones;Empatia;Si estoy en pareja;Si;Computadora / Laptop, Silla ergonómica, Abono de internet;4
2020-10-02T00:43:45Z;Femenino;No;39;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;15;Nacional;1;Administrativo;Full time;Generalista;0;6;6;6;66700;Medicina prepaga / Plan de salud, Abono de celular, Idiomas;No recibo bono;2 ajustes;49;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;114;4;No estoy buscando cambiar;NA;NA;Odio todas las preguntas del estilo: con que canción te identificas? Un famoso que admires? No tengo respuestas serias a esas preguntas =/;Si;Computadora / Laptop, Abono de celular;3
2020-10-02T07:15:03Z;Femenino;No;27;Obesidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;"Alimentación; bebidas; tabaco";57;Multinacional;1;Responsable;Full time;Generalista;0;1;1;4;73000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles;Dos sueldos;1 solo;14;Abril;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.2;0;3;No,  pero escucho ofertas;Vacaciones extendidas;Desafios;NA;No;No estoy trabajando en home office;2
